State,Filed week ended,Initial Claims,Reflecting Week Ended,Continued Claims,Covered Employment,Insured Unemployment Rate
Indiana,12/6/2008,"21,590",11/29/2008,"106,849","2,808,765",3.8
Indiana,12/13/2008,"19,182",12/6/2008,"107,958","2,808,765",3.84
Indiana,12/20/2008,"25,977",12/13/2008,"114,916","2,808,765",4.09
Indiana,12/27/2008,"27,937",12/20/2008,"120,431","2,808,765",4.29
Indiana,1/3/2009,"22,535",12/27/2008,"146,641","2,808,765",5.22
Indiana,1/10/2009,"28,616",1/3/2009,"162,548","2,869,743",5.66
Indiana,1/17/2009,"20,502",1/10/2009,"158,163","2,869,743",5.51
Indiana,1/24/2009,"18,153",1/17/2009,"154,022","2,869,743",5.37
Indiana,1/31/2009,"17,562",1/24/2009,"156,100","2,869,743",5.44
Indiana,2/7/2009,"19,260",1/31/2009,"157,764","2,869,743",5.5
Indiana,2/14/2009,"17,704",2/7/2009,"157,974","2,869,743",5.5
Indiana,2/21/2009,"15,812",2/14/2009,"157,847","2,869,743",5.5
Indiana,2/28/2009,"16,891",2/21/2009,"161,975","2,869,743",5.64
Indiana,3/7/2009,"22,494",2/28/2009,"163,642","2,869,743",5.7
Indiana,3/14/2009,"15,019",3/7/2009,"167,789","2,869,743",5.85
Indiana,3/21/2009,"14,198",3/14/2009,"161,537","2,869,743",5.63
Indiana,3/28/2009,"16,338",3/21/2009,"157,071","2,869,743",5.47
Indiana,4/4/2009,"15,436",3/28/2009,"156,050","2,869,743",5.44
Indiana,4/11/2009,"16,271",4/4/2009,"152,513","2,854,009",5.34
Indiana,4/18/2009,"14,544",4/11/2009,"152,271","2,854,009",5.34
Indiana,4/25/2009,"12,657",4/18/2009,"148,350","2,854,009",5.2
Indiana,5/2/2009,"13,708",4/25/2009,"146,854","2,854,009",5.15
Indiana,5/9/2009,"15,973",5/2/2009,"145,309","2,854,009",5.09
Indiana,5/16/2009,"12,892",5/9/2009,"147,031","2,854,009",5.15
Indiana,5/23/2009,"11,963",5/16/2009,"147,488","2,854,009",5.17
Indiana,5/30/2009,"11,238",5/23/2009,"143,715","2,854,009",5.04
Indiana,6/6/2009,"14,165",5/30/2009,"142,147","2,854,009",4.98
Indiana,6/13/2009,"12,178",6/6/2009,"142,032","2,854,009",4.98
Indiana,6/20/2009,"10,502",6/13/2009,"140,378","2,854,009",4.92
Indiana,6/27/2009,"10,525",6/20/2009,"135,124","2,854,009",4.73
Indiana,7/4/2009,"15,955",6/27/2009,"130,690","2,854,009",4.58
Indiana,7/11/2009,"13,458",7/4/2009,"134,673","2,834,507",4.75
Indiana,7/18/2009,"13,984",7/11/2009,"132,427","2,834,507",4.67
Indiana,7/25/2009,"10,506",7/18/2009,"126,026","2,834,507",4.45
Indiana,8/1/2009,"9,048",7/25/2009,"119,230","2,834,507",4.21
Indiana,8/8/2009,"9,432",8/1/2009,"113,528","2,834,507",4.01
Indiana,8/15/2009,"9,311",8/8/2009,"111,038","2,834,507",3.92
Indiana,8/22/2009,"8,843",8/15/2009,"108,460","2,834,507",3.83
Indiana,8/29/2009,"8,910",8/22/2009,"104,596","2,834,507",3.69
Indiana,9/5/2009,"9,818",8/29/2009,"101,106","2,834,507",3.57
Indiana,9/12/2009,"8,041",9/5/2009,"98,462","2,834,507",3.47
Indiana,9/19/2009,"7,828",9/12/2009,"96,980","2,834,507",3.42
Indiana,9/26/2009,"8,551",9/19/2009,"94,111","2,834,507",3.32
Indiana,10/3/2009,"8,594",9/26/2009,"93,025","2,834,507",3.28
Indiana,10/10/2009,"12,523",10/3/2009,"90,605","2,798,179",3.24
Indiana,10/17/2009,"11,425",10/10/2009,"91,445","2,798,179",3.27
Indiana,10/24/2009,"9,322",10/17/2009,"90,870","2,798,179",3.25
Indiana,10/31/2009,"9,301",10/24/2009,"89,850","2,798,179",3.21
Indiana,11/7/2009,"9,751",10/31/2009,"87,707","2,798,179",3.13
Indiana,11/14/2009,"8,896",11/7/2009,"87,025","2,798,179",3.11
Indiana,11/21/2009,"8,133",11/14/2009,"87,955","2,798,179",3.14
Indiana,11/28/2009,"11,120",11/21/2009,"87,348","2,798,179",3.12
Indiana,12/5/2009,"11,421",11/28/2009,"95,961","2,798,179",3.43
Indiana,12/12/2009,"11,168",12/5/2009,"93,885","2,798,179",3.36
Indiana,12/19/2009,"10,860",12/12/2009,"96,037","2,798,179",3.43
Indiana,12/26/2009,"15,997",12/19/2009,"96,057","2,798,179",3.43
Indiana,1/2/2010,"16,281",12/26/2009,"109,549","2,798,179",3.92
Indiana,1/9/2010,"15,992",1/2/2010,"122,250","2,749,172",4.45
Indiana,1/16/2010,"12,232",1/9/2010,"116,249","2,749,172",4.23
Indiana,1/23/2010,"8,408",1/16/2010,"112,275","2,749,172",4.08
Indiana,1/30/2010,"8,192",1/23/2010,"110,951","2,749,172",4.04
Indiana,2/6/2010,"8,198",1/30/2010,"109,955","2,749,172",4
Indiana,2/13/2010,"7,577",2/6/2010,"108,666","2,749,172",3.95
Indiana,2/20/2010,"7,386",2/13/2010,"109,035","2,749,172",3.97
Indiana,2/27/2010,"7,253",2/20/2010,"107,866","2,749,172",3.92
Indiana,3/6/2010,"6,894",2/27/2010,"106,093","2,749,172",3.86
Indiana,3/13/2010,"7,474",3/6/2010,"101,724","2,749,172",3.7
Indiana,3/20/2010,"5,970",3/13/2010,"98,637","2,749,172",3.59
Indiana,3/27/2010,"6,260",3/20/2010,"94,329","2,749,172",3.43
Indiana,4/3/2010,"6,551",3/27/2010,"90,328","2,749,172",3.29
Indiana,4/10/2010,"11,148",4/3/2010,"87,037","2,701,572",3.22
Indiana,4/17/2010,"9,564",4/10/2010,"85,062","2,701,572",3.15
Indiana,4/24/2010,"7,936",4/17/2010,"80,576","2,701,572",2.98
Indiana,5/1/2010,"6,267",4/24/2010,"76,882","2,701,572",2.85
Indiana,5/8/2010,"6,335",5/1/2010,"74,180","2,701,572",2.75
Indiana,5/15/2010,"6,919",5/8/2010,"72,747","2,701,572",2.69
Indiana,5/22/2010,"6,884",5/15/2010,"72,745","2,701,572",2.69
Indiana,5/29/2010,"7,287",5/22/2010,"70,882","2,701,572",2.62
Indiana,6/5/2010,"7,076",5/29/2010,"68,800","2,701,572",2.55
Indiana,6/12/2010,"8,140",6/5/2010,"71,895","2,701,572",2.66
Indiana,6/19/2010,"6,606",6/12/2010,"72,429","2,701,572",2.68
Indiana,6/26/2010,"6,436",6/19/2010,"71,706","2,701,572",2.65
Indiana,7/3/2010,"7,975",6/26/2010,"70,365","2,701,572",2.6
Indiana,7/10/2010,"17,155",7/3/2010,"69,848","2,701,572",2.59
Indiana,7/17/2010,"12,009",7/10/2010,"75,156","2,666,016",2.82
Indiana,7/24/2010,"10,766",7/17/2010,"73,376","2,666,016",2.75
Indiana,7/31/2010,"6,389",7/24/2010,"73,219","2,666,016",2.75
Indiana,8/7/2010,"9,422",7/31/2010,"71,856","2,666,016",2.7
Indiana,8/14/2010,"7,189",8/7/2010,"70,361","2,666,016",2.64
Indiana,8/21/2010,"6,132",8/14/2010,"68,275","2,666,016",2.56
Indiana,8/28/2010,"5,663",8/21/2010,"65,295","2,666,016",2.45
Indiana,9/4/2010,"5,735",8/28/2010,"67,324","2,666,016",2.53
Indiana,9/11/2010,"5,212",9/4/2010,"64,297","2,666,016",2.41
Indiana,9/18/2010,"5,448",9/11/2010,"65,216","2,666,016",2.45
Indiana,9/25/2010,"5,489",9/18/2010,"63,787","2,666,016",2.39
Indiana,10/2/2010,"6,322",9/25/2010,"62,215","2,666,016",2.33
Indiana,10/9/2010,"8,397",10/2/2010,"61,349","2,666,016",2.3
Indiana,10/16/2010,"8,517",10/9/2010,"62,969","2,666,016",2.36
Indiana,10/23/2010,"7,422",10/16/2010,"62,006","2,650,393",2.34
Indiana,10/30/2010,"9,342",10/23/2010,"62,029","2,650,393",2.34
Indiana,11/6/2010,"7,341",10/30/2010,"60,344","2,650,393",2.28
Indiana,11/13/2010,"9,435",11/6/2010,"59,481","2,650,393",2.24
Indiana,11/20/2010,"8,274",11/13/2010,"61,999","2,650,393",2.34
Indiana,11/27/2010,"9,941",11/20/2010,"59,846","2,650,393",2.26
Indiana,12/4/2010,"10,980",11/27/2010,"68,559","2,650,393",2.59
Indiana,12/11/2010,"11,126",12/4/2010,"65,278","2,650,393",2.46
Indiana,12/18/2010,"11,144",12/11/2010,"68,200","2,650,393",2.57
Indiana,12/25/2010,"14,040",12/18/2010,"72,836","2,650,393",2.75
Indiana,1/1/2011,"14,764",12/25/2010,"82,807","2,650,393",3.12
Indiana,1/8/2011,"20,075",1/1/2011,"89,959","2,650,393",3.39
Indiana,1/15/2011,"14,467",1/8/2011,"90,813","2,650,393",3.43
Indiana,1/22/2011,"9,071",1/15/2011,"88,633","2,652,863",3.34
Indiana,1/29/2011,"8,217",1/22/2011,"85,899","2,652,863",3.24
Indiana,2/5/2011,"6,716",1/29/2011,"83,833","2,652,863",3.16
Indiana,2/12/2011,"7,747",2/5/2011,"85,054","2,652,863",3.21
Indiana,2/19/2011,"5,816",2/12/2011,"83,361","2,652,863",3.14
Indiana,2/26/2011,"5,500",2/19/2011,"79,587","2,652,863",3
Indiana,3/5/2011,"6,238",2/26/2011,"78,626","2,652,863",2.96
Indiana,3/12/2011,"5,723",3/5/2011,"76,614","2,652,863",2.89
Indiana,3/19/2011,"5,066",3/12/2011,"73,773","2,652,863",2.78
Indiana,3/26/2011,"5,386",3/19/2011,"70,479","2,652,863",2.66
Indiana,4/2/2011,"5,965",3/26/2011,"67,667","2,652,863",2.55
Indiana,4/9/2011,"9,280",4/2/2011,"64,701","2,652,863",2.44
Indiana,4/16/2011,"8,038",4/9/2011,"64,115","2,659,553",2.41
Indiana,4/23/2011,"7,156",4/16/2011,"61,120","2,659,553",2.3
Indiana,4/30/2011,"8,393",4/23/2011,"60,905","2,659,553",2.29
Indiana,5/7/2011,"7,194",4/30/2011,"61,352","2,659,553",2.31
Indiana,5/14/2011,"6,391",5/7/2011,"58,810","2,659,553",2.21
Indiana,5/21/2011,"6,414",5/14/2011,"57,530","2,659,553",2.16
Indiana,5/28/2011,"6,386",5/21/2011,"56,763","2,659,553",2.13
Indiana,6/4/2011,"6,925",5/28/2011,"56,743","2,659,553",2.13
Indiana,6/11/2011,"7,216",6/4/2011,"58,041","2,659,553",2.18
Indiana,6/18/2011,"6,836",6/11/2011,"57,052","2,659,553",2.15
Indiana,6/25/2011,"6,218",6/18/2011,"57,462","2,659,553",2.16
Indiana,7/2/2011,"8,040",6/25/2011,"57,403","2,659,553",2.16
Indiana,7/9/2011,"10,972",7/2/2011,"57,823","2,659,553",2.17
Indiana,7/16/2011,"9,166",7/9/2011,"62,769","2,667,446",2.35
Indiana,7/23/2011,"6,304",7/16/2011,"60,496","2,667,446",2.27
Indiana,7/30/2011,"6,338",7/23/2011,"57,214","2,667,446",2.14
Indiana,8/6/2011,"5,438",7/30/2011,"56,555","2,667,446",2.12
Indiana,8/13/2011,"5,775",8/6/2011,"54,228","2,667,446",2.03
Indiana,8/20/2011,"5,540",8/13/2011,"53,671","2,667,446",2.01
Indiana,8/27/2011,"5,177",8/20/2011,"52,561","2,667,446",1.97
Indiana,9/3/2011,"6,414",8/27/2011,"50,397","2,667,446",1.89
Indiana,9/10/2011,"5,523",9/3/2011,"49,953","2,667,446",1.87
Indiana,9/17/2011,"5,991",9/10/2011,"49,692","2,667,446",1.86
Indiana,9/24/2011,"5,272",9/17/2011,"48,987","2,667,446",1.84
Indiana,10/1/2011,"6,138",9/24/2011,"48,254","2,667,446",1.81
Indiana,10/8/2011,"7,951",10/1/2011,"48,757","2,667,446",1.83
Indiana,10/15/2011,"7,248",10/8/2011,"48,479","2,676,263",1.81
Indiana,10/22/2011,"7,463",10/15/2011,"49,020","2,676,263",1.83
Indiana,10/29/2011,"6,839",10/22/2011,"49,805","2,676,263",1.86
Indiana,11/5/2011,"6,964",10/29/2011,"49,600","2,676,263",1.85
Indiana,11/12/2011,"9,215",11/5/2011,"48,844","2,676,263",1.83
Indiana,11/19/2011,"7,741",11/12/2011,"53,158","2,676,263",1.99
Indiana,11/26/2011,"9,386",11/19/2011,"50,594","2,676,263",1.89
Indiana,12/3/2011,"10,045",11/26/2011,"58,172","2,676,263",2.17
Indiana,12/10/2011,"8,520",12/3/2011,"56,407","2,676,263",2.11
Indiana,12/17/2011,"8,568",12/10/2011,"57,442","2,676,263",2.15
Indiana,12/24/2011,"13,652",12/17/2011,"59,675","2,676,263",2.23
Indiana,12/31/2011,"12,735",12/24/2011,"68,488","2,676,263",2.56
Indiana,1/7/2012,"14,189",12/31/2011,"74,705","2,687,990",2.78
Indiana,1/14/2012,"11,018",1/7/2012,"77,049","2,687,990",2.87
Indiana,1/21/2012,"8,619",1/14/2012,"73,444","2,687,990",2.73
Indiana,1/28/2012,"7,880",1/21/2012,"74,628","2,687,990",2.78
Indiana,2/4/2012,"6,769",1/28/2012,"74,824","2,687,990",2.78
Indiana,2/11/2012,"6,072",2/4/2012,"71,782","2,687,990",2.67
Indiana,2/18/2012,"5,841",2/11/2012,"71,391","2,687,990",2.66
Indiana,2/25/2012,"5,451",2/18/2012,"71,342","2,687,990",2.65
Indiana,3/3/2012,"6,043",2/25/2012,"69,545","2,687,990",2.59
Indiana,3/10/2012,"5,717",3/3/2012,"69,018","2,687,990",2.57
Indiana,3/17/2012,"4,732",3/10/2012,"65,960","2,687,990",2.45
Indiana,3/24/2012,"4,791",3/17/2012,"62,762","2,687,990",2.33
Indiana,3/31/2012,"5,120",3/24/2012,"59,463","2,700,186",2.2
Indiana,4/7/2012,"10,104",3/31/2012,"56,535","2,700,186",2.09
Indiana,4/14/2012,"6,763",4/7/2012,"56,284","2,700,186",2.08
Indiana,4/21/2012,"5,468",4/14/2012,"53,624","2,700,186",1.99
Indiana,4/28/2012,"7,762",4/21/2012,"51,814","2,700,186",1.92
Indiana,5/5/2012,"6,027",4/28/2012,"51,850","2,700,186",1.92
Indiana,5/12/2012,"5,517",5/5/2012,"51,367","2,700,186",1.9
Indiana,5/19/2012,"5,629",5/12/2012,"48,281","2,700,186",1.79
Indiana,5/26/2012,"5,799",5/19/2012,"48,142","2,700,186",1.78
Indiana,6/2/2012,"5,772",5/26/2012,"47,922","2,700,186",1.77
Indiana,6/9/2012,"6,654",6/2/2012,"48,542","2,700,186",1.8
Indiana,6/16/2012,"5,941",6/9/2012,"49,573","2,700,186",1.84
Indiana,6/23/2012,"5,618",6/16/2012,"49,145","2,700,186",1.82
Indiana,6/30/2012,"6,047",6/23/2012,"49,488","2,700,186",1.83
Indiana,7/7/2012,"9,623",6/30/2012,"48,994","2,700,186",1.81
Indiana,7/14/2012,"7,425",7/7/2012,"52,241","2,713,007",1.93
Indiana,7/21/2012,"6,566",7/14/2012,"49,665","2,713,007",1.83
Indiana,7/28/2012,"5,979",7/21/2012,"49,025","2,713,007",1.81
Indiana,8/4/2012,"6,881",7/28/2012,"48,795","2,713,007",1.8
Indiana,8/11/2012,"5,396",8/4/2012,"48,675","2,713,007",1.79
Indiana,8/18/2012,"5,285",8/11/2012,"45,579","2,713,007",1.68
Indiana,8/25/2012,"5,422",8/18/2012,"44,011","2,713,007",1.62
Indiana,9/1/2012,"5,483",8/25/2012,"43,138","2,713,007",1.59
Indiana,9/8/2012,"5,321",9/1/2012,"41,761","2,713,007",1.54
Indiana,9/15/2012,"7,060",9/8/2012,"41,653","2,713,007",1.54
Indiana,9/22/2012,"4,900",9/15/2012,"43,289","2,713,007",1.6
Indiana,9/29/2012,"5,068",9/22/2012,"40,101","2,713,007",1.48
Indiana,10/6/2012,"5,810",9/29/2012,"39,880","2,713,007",1.47
Indiana,10/13/2012,"6,892",10/6/2012,"39,968","2,713,007",1.47
Indiana,10/20/2012,"6,301",10/13/2012,"40,672","2,732,264",1.49
Indiana,10/27/2012,"7,964",10/20/2012,"41,398","2,732,264",1.52
Indiana,11/3/2012,"7,361",10/27/2012,"43,093","2,732,264",1.58
Indiana,11/10/2012,"6,484",11/3/2012,"42,239","2,732,264",1.55
Indiana,11/17/2012,"7,128",11/10/2012,"41,894","2,732,264",1.53
Indiana,11/24/2012,"6,797",11/17/2012,"42,799","2,732,264",1.57
Indiana,12/1/2012,"8,043",11/24/2012,"47,214","2,732,264",1.73
Indiana,12/8/2012,"7,589",12/1/2012,"46,497","2,732,264",1.7
Indiana,12/15/2012,"8,138",12/8/2012,"47,787","2,732,264",1.75
Indiana,12/22/2012,"9,313",12/15/2012,"50,324","2,732,264",1.84
Indiana,12/29/2012,"9,991",12/22/2012,"51,851","2,732,264",1.9
Indiana,1/5/2013,"9,987",12/29/2012,"60,598","2,732,264",2.22
Indiana,1/12/2013,"15,990",1/5/2013,"63,587","2,732,264",2.33
Indiana,1/19/2013,"8,936",1/12/2013,"63,782","2,746,915",2.32
Indiana,1/26/2013,"7,158",1/19/2013,"62,557","2,746,915",2.28
Indiana,2/2/2013,"6,696",1/26/2013,"63,925","2,746,915",2.33
Indiana,2/9/2013,"6,864",2/2/2013,"62,956","2,746,915",2.29
Indiana,2/16/2013,"5,282",2/9/2013,"62,441","2,746,915",2.27
Indiana,2/23/2013,"5,790",2/16/2013,"59,986","2,746,915",2.18
Indiana,3/2/2013,"5,583",2/23/2013,"60,551","2,746,915",2.2
Indiana,3/9/2013,"4,999",3/2/2013,"59,292","2,746,915",2.16
Indiana,3/16/2013,"4,576",3/9/2013,"57,044","2,746,915",2.08
Indiana,3/23/2013,"4,949",3/16/2013,"54,906","2,746,915",2
Indiana,3/30/2013,"5,903",3/23/2013,"53,700","2,746,915",1.95
Indiana,4/6/2013,"4,961",3/30/2013,"53,965","2,746,915",1.96
Indiana,4/13/2013,"8,022",4/6/2013,"49,741","2,746,915",1.81
Indiana,4/20/2013,"5,648",4/13/2013,"48,925","2,762,501",1.77
Indiana,4/27/2013,"5,443",4/20/2013,"47,681","2,762,501",1.73
Indiana,5/4/2013,"5,043",4/27/2013,"46,173","2,762,501",1.67
Indiana,5/11/2013,"5,441",5/4/2013,"44,654","2,762,501",1.62
Indiana,5/18/2013,"5,025",5/11/2013,"44,449","2,762,501",1.61
Indiana,5/25/2013,"4,943",5/18/2013,"43,653","2,762,501",1.58
Indiana,6/1/2013,"4,821",5/25/2013,"42,443","2,762,501",1.54
Indiana,6/8/2013,"5,308",6/1/2013,"43,327","2,762,501",1.57
Indiana,6/15/2013,"5,010",6/8/2013,"42,360","2,762,501",1.53
Indiana,6/22/2013,"5,183",6/15/2013,"42,346","2,762,501",1.53
Indiana,6/29/2013,"5,261",6/22/2013,"42,212","2,762,501",1.53
Indiana,7/6/2013,"6,410",6/29/2013,"41,409","2,762,501",1.5
Indiana,7/13/2013,"9,461",7/6/2013,"44,021","2,762,501",1.59
Indiana,7/20/2013,"5,634",7/13/2013,"45,081","2,775,550",1.62
Indiana,7/27/2013,"4,751",7/20/2013,"42,418","2,775,550",1.53
Indiana,8/3/2013,"4,853",7/27/2013,"41,780","2,775,550",1.51
Indiana,8/10/2013,"5,201",8/3/2013,"41,369","2,775,550",1.49
Indiana,8/17/2013,"4,774",8/10/2013,"41,244","2,775,550",1.49
Indiana,8/24/2013,"4,753",8/17/2013,"40,568","2,775,550",1.46
Indiana,8/31/2013,"5,032",8/24/2013,"40,311","2,775,550",1.45
Indiana,9/7/2013,"4,413",8/31/2013,"39,969","2,775,550",1.44
Indiana,9/14/2013,"5,246",9/7/2013,"40,152","2,775,550",1.45
Indiana,9/21/2013,"4,477",9/14/2013,"40,023","2,775,550",1.44
Indiana,9/28/2013,"4,921",9/21/2013,"39,115","2,775,550",1.41
Indiana,10/5/2013,"5,253",9/28/2013,"38,593","2,775,550",1.39
Indiana,10/12/2013,"6,130",10/5/2013,"38,068","2,775,550",1.37
Indiana,10/19/2013,"5,232",10/12/2013,"38,061","2,783,944",1.37
Indiana,10/26/2013,"4,994",10/19/2013,"37,992","2,783,944",1.36
Indiana,11/2/2013,"5,446",10/26/2013,"38,087","2,783,944",1.37
Indiana,11/9/2013,"5,882",11/2/2013,"38,847","2,783,944",1.4
Indiana,11/16/2013,"5,232",11/9/2013,"39,057","2,783,944",1.4
Indiana,11/23/2013,"6,267",11/16/2013,"39,190","2,783,944",1.41
Indiana,11/30/2013,"6,037",11/23/2013,"39,125","2,783,944",1.41
Indiana,12/7/2013,"7,228",11/30/2013,"43,318","2,783,944",1.56
Indiana,12/14/2013,"8,701",12/7/2013,"43,089","2,783,944",1.55
Indiana,12/21/2013,"7,338",12/14/2013,"46,745","2,783,944",1.68
Indiana,12/28/2013,"8,133",12/21/2013,"46,540","2,783,944",1.67
Indiana,1/4/2014,"8,046",12/28/2013,"53,523","2,783,944",1.92
Indiana,1/11/2014,"14,668",1/4/2014,"58,503","2,783,944",2.1
Indiana,1/18/2014,"3,928",1/11/2014,"52,952","2,791,717",1.9
Indiana,1/25/2014,"9,682",1/18/2014,"54,571","2,791,717",1.95
Indiana,2/1/2014,"6,909",1/25/2014,"53,818","2,791,717",1.93
Indiana,2/8/2014,"5,484",2/1/2014,"55,728","2,791,717",2
Indiana,2/15/2014,"5,077",2/8/2014,"55,333","2,791,717",1.98
Indiana,2/22/2014,"4,100",2/15/2014,"53,964","2,791,717",1.93
Indiana,3/1/2014,"4,508",2/22/2014,"51,668","2,791,717",1.85
Indiana,3/8/2014,"4,337",3/1/2014,"50,199","2,791,717",1.8
Indiana,3/15/2014,"3,907",3/8/2014,"49,019","2,791,717",1.76
Indiana,3/22/2014,"3,753",3/15/2014,"46,337","2,791,717",1.66
Indiana,3/29/2014,"3,660",3/22/2014,"45,532","2,791,717",1.63
Indiana,4/5/2014,"4,022",3/29/2014,"45,020","2,791,717",1.61
Indiana,4/12/2014,"5,745",4/5/2014,"43,180","2,791,717",1.55
Indiana,4/19/2014,"4,168",4/12/2014,"39,094","2,800,973",1.4
Indiana,4/26/2014,"4,402",4/19/2014,"36,503","2,800,973",1.3
Indiana,5/3/2014,"4,222",4/26/2014,"35,241","2,800,973",1.26
Indiana,5/10/2014,"3,846",5/3/2014,"34,709","2,800,973",1.24
Indiana,5/17/2014,"4,203",5/10/2014,"33,026","2,800,973",1.18
Indiana,5/24/2014,"4,102",5/17/2014,"32,402","2,800,973",1.16
Indiana,5/31/2014,"3,564",5/24/2014,"31,327","2,800,973",1.12
Indiana,6/7/2014,"4,267",5/31/2014,"30,635","2,800,973",1.09
Indiana,6/14/2014,"3,897",6/7/2014,"29,745","2,800,973",1.06
Indiana,6/21/2014,"4,043",6/14/2014,"29,299","2,800,973",1.05
Indiana,6/28/2014,"3,886",6/21/2014,"29,176","2,800,973",1.04
Indiana,7/5/2014,"3,985",6/28/2014,"28,294","2,800,973",1.01
Indiana,7/12/2014,"8,733",7/5/2014,"29,198","2,800,973",1.04
Indiana,7/19/2014,"4,450",7/12/2014,"30,493","2,812,726",1.08
Indiana,7/26/2014,"3,954",7/19/2014,"28,145","2,812,726",1
Indiana,8/2/2014,"4,066",7/26/2014,"27,266","2,812,726",0.97
Indiana,8/9/2014,"4,114",8/2/2014,"27,269","2,812,726",0.97
Indiana,8/16/2014,"3,855",8/9/2014,"26,843","2,812,726",0.95
Indiana,8/23/2014,"3,775",8/16/2014,"26,336","2,812,726",0.94
Indiana,8/30/2014,"4,071",8/23/2014,"24,545","2,812,726",0.87
Indiana,9/6/2014,"3,790",8/30/2014,"24,165","2,812,726",0.86
Indiana,9/13/2014,"3,613",9/6/2014,"24,004","2,812,726",0.85
Indiana,9/20/2014,"3,279",9/13/2014,"23,715","2,812,726",0.84
Indiana,9/27/2014,"3,761",9/20/2014,"23,298","2,812,726",0.83
Indiana,10/4/2014,"3,983",9/27/2014,"23,520","2,812,726",0.84
Indiana,10/11/2014,"4,657",10/4/2014,"23,437","2,812,726",0.83
Indiana,10/18/2014,"4,217",10/11/2014,"23,435","2,821,014",0.83
Indiana,10/25/2014,"3,770",10/18/2014,"23,877","2,821,014",0.85
Indiana,11/1/2014,"4,221",10/25/2014,"23,722","2,821,014",0.84
Indiana,11/8/2014,"4,615",11/1/2014,"24,368","2,821,014",0.86
Indiana,11/15/2014,"4,770",11/8/2014,"24,603","2,821,014",0.87
Indiana,11/22/2014,"6,559",11/15/2014,"25,578","2,821,014",0.91
Indiana,11/29/2014,"5,052",11/22/2014,"26,941","2,821,014",0.96
Indiana,12/6/2014,"5,829",11/29/2014,"30,017","2,821,014",1.06
Indiana,12/13/2014,"5,230",12/6/2014,"30,283","2,821,014",1.07
Indiana,12/20/2014,"6,295",12/13/2014,"31,224","2,821,014",1.11
Indiana,12/27/2014,"6,161",12/20/2014,"31,460","2,821,014",1.12
Indiana,1/3/2015,"7,564",12/27/2014,"35,938","2,821,014",1.27
Indiana,1/10/2015,"13,722",1/3/2015,"38,738","2,821,014",1.37
Indiana,1/17/2015,"6,765",1/10/2015,"43,927","2,833,194",1.55
Indiana,1/24/2015,"4,642",1/17/2015,"41,190","2,833,194",1.45
Indiana,1/31/2015,"4,891",1/24/2015,"40,306","2,833,194",1.42
Indiana,2/7/2015,"4,550",1/31/2015,"40,154","2,833,194",1.42
Indiana,2/14/2015,"4,194",2/7/2015,"39,793","2,833,194",1.4
Indiana,2/21/2015,"5,038",2/14/2015,"38,771","2,833,194",1.37
Indiana,2/28/2015,"4,963",2/21/2015,"39,951","2,833,194",1.41
Indiana,3/7/2015,"4,061",2/28/2015,"39,715","2,833,194",1.4
Indiana,3/14/2015,"3,277",3/7/2015,"38,232","2,833,194",1.35
Indiana,3/21/2015,"3,169",3/14/2015,"35,508","2,833,194",1.25
Indiana,3/28/2015,"3,499",3/21/2015,"32,594","2,833,194",1.15
Indiana,4/4/2015,"3,100",3/28/2015,"30,658","2,833,194",1.08
Indiana,4/11/2015,"4,567",4/4/2015,"28,508","2,833,194",1.01
Indiana,4/18/2015,"3,523",4/11/2015,"27,630","2,843,369",0.97
Indiana,4/25/2015,"3,365",4/18/2015,"25,539","2,843,369",0.9
Indiana,5/2/2015,"3,420",4/25/2015,"24,147","2,843,369",0.85
Indiana,5/9/2015,"3,234",5/2/2015,"23,505","2,843,369",0.83
Indiana,5/16/2015,"3,377",5/9/2015,"23,111","2,843,369",0.81
Indiana,5/23/2015,"3,290",5/16/2015,"22,834","2,843,369",0.8
Indiana,5/30/2015,"3,049",5/23/2015,"22,106","2,843,369",0.78
Indiana,6/6/2015,"3,626",5/30/2015,"21,739","2,843,369",0.76
Indiana,6/13/2015,"3,460",6/6/2015,"21,946","2,843,369",0.77
Indiana,6/20/2015,"3,472",6/13/2015,"21,893","2,843,369",0.77
Indiana,6/27/2015,"3,772",6/20/2015,"22,046","2,843,369",0.78
Indiana,7/4/2015,"3,684",6/27/2015,"21,748","2,843,369",0.76
Indiana,7/11/2015,"4,954",7/4/2015,"22,140","2,843,369",0.78
Indiana,7/18/2015,"3,852",7/11/2015,"22,802","2,854,594",0.8
Indiana,7/25/2015,"3,139",7/18/2015,"21,821","2,854,594",0.76
Indiana,8/1/2015,"3,391",7/25/2015,"21,528","2,854,594",0.75
Indiana,8/8/2015,"3,275",8/1/2015,"21,477","2,854,594",0.75
Indiana,8/15/2015,"3,166",8/8/2015,"21,231","2,854,594",0.74
Indiana,8/22/2015,"2,851",8/15/2015,"21,017","2,854,594",0.74
Indiana,8/29/2015,"3,675",8/22/2015,"21,586","2,854,594",0.76
Indiana,9/5/2015,"3,199",8/29/2015,"21,336","2,854,594",0.75
Indiana,9/12/2015,"2,911",9/5/2015,"20,863","2,854,594",0.73
Indiana,9/19/2015,"3,394",9/12/2015,"20,836","2,854,594",0.73
Indiana,9/26/2015,"3,034",9/19/2015,"20,807","2,854,594",0.73
Indiana,10/3/2015,"3,139",9/26/2015,"20,289","2,854,594",0.71
